11:22:19.168 [restartedMain] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@5334b3d0: startup date [Thu Dec 10 11:22:19 CST 2020]; root of context hierarchy
11:22:19.656 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 5.3.6.Final
11:22:19.978 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'configurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$bc6cee80] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
11:22:21.638 [restartedMain] INFO  com.sl.ylyy.YlyyApplication - The following profiles are active: dev
11:22:21.689 [restartedMain] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@3b584b04: startup date [Thu Dec 10 11:22:21 CST 2020]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@5334b3d0
11:22:26.773 [restartedMain] INFO  o.s.b.f.s.DefaultListableBeanFactory - Overriding bean definition for bean 'tokenInterceptor' with a different definition: replacing [Generic bean: class [com.sl.ylyy.common.Interceptor.TokenInterceptor]; scope=singleton; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in file [D:\workspace-gitlab\zyx_app_ylyy\target\classes\com\sl\ylyy\common\Interceptor\TokenInterceptor.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=webAppConfig; factoryMethodName=tokenInterceptor; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [com/sl/ylyy/common/config/WebAppConfig.class]]
11:22:28.072 [restartedMain] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=f4c2f407-eece-3063-8cee-c9eef5d78121
11:22:28.423 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$a052eb83] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
11:22:28.693 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.netflix.metrics.MetricsInterceptorConfiguration$MetricsRestTemplateConfiguration' of type [org.springframework.cloud.netflix.metrics.MetricsInterceptorConfiguration$MetricsRestTemplateConfiguration$$EnhancerBySpringCGLIB$$d27f91c4] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
11:22:28.715 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$bc6cee80] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
11:22:29.685 [restartedMain] INFO  o.s.b.c.e.t.TomcatEmbeddedServletContainer - Tomcat initialized with port(s): 21108 (http)
11:22:29.707 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
11:22:29.709 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.23
11:22:30.201 [localhost-startStop-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
11:22:30.203 [localhost-startStop-1] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 8514 ms
11:22:30.778 [localhost-startStop-1] INFO  o.s.b.w.s.ServletRegistrationBean - Mapping servlet: 'dispatcherServlet' to [/]
11:22:30.795 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'metricsFilter' to: [/*]
11:22:30.796 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
11:22:30.796 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
11:22:30.797 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*]
11:22:30.797 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*]
11:22:30.797 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'webRequestLoggingFilter' to: [/*]
11:22:30.797 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'applicationContextIdFilter' to: [/*]
11:22:34.244 [restartedMain] INFO  c.n.c.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
11:22:34.267 [restartedMain] INFO  c.n.c.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
11:22:35.019 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@3b584b04: startup date [Thu Dec 10 11:22:21 CST 2020]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@5334b3d0
11:22:35.297 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/malfunction/detail],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.MalfunctionController_app1.getMalfunctionById(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.299 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/malfunction/get_list],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.MalfunctionController_app1.getMalfunctionList(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.300 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/malfunction/log],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.MalfunctionController_app1.getMalfunctionLog(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.301 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/malfunction/get_type],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.MalfunctionController_app1.getMalfunctionType(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.301 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/malfunction/add_two],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.MalfunctionController_app1.addMalfunction2(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.303 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/malfunction/material],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.MalfunctionController_app1.addMaterial(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.303 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/malfunction/accept],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.MalfunctionController_app1.updateAccept(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.304 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/malfunction/add_to],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.MalfunctionController_app1.addToMalfunction(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.304 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/malfunction/appoint],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.MalfunctionController_app1.updateAppoint(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.305 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/malfunction/add],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.MalfunctionController_app1.addMalfunction(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.306 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/malfunction/check],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.MalfunctionController_app1.updateCheck(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.306 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/malfunction/finish],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.MalfunctionController_app1.addFinish(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.307 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/malfunction/hangup],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.MalfunctionController_app1.addHangup(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.320 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/patrol/get_type],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.PatrolController_app1.getAllPatrolTypes(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.320 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/patrol/patrol_time_1.1],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.PatrolController_app1.getPatrolTimes1_1(java.lang.String)
11:22:35.321 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/patrol/patrolTimeInterval],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.PatrolController_app1.patrolTimeInterval(java.lang.String)
11:22:35.321 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/patrol/point_list],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.PatrolController_app1.getAllPatrolPoints(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.321 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/patrol/add],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.PatrolController_app1.addPatrol(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.321 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/patrol/log],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.PatrolController_app1.getPatrolLogs(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.322 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/patrol/clock],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.PatrolController_app1.setClock(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.322 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/patrol/filtrate],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.PatrolController_app1.getPatrolReport(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.322 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/patrol/quick_clock],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.PatrolController_app1.setQuickClock(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.322 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/patrol/lot_clock],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.PatrolController_app1.setLotClock(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.323 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/patrol/get_list],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.PatrolController_app1.getPatrols(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.328 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/support/status],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.SupportController_app1.supportStatus(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.329 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/support/detail],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.SupportController_app1.supportDetail(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.329 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/support/terminate],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.SupportController_app1.supportTerminate(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.329 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/support/get_list],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.SupportController_app1.getSupportList(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.330 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/support/add_two],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.SupportController_app1.addSupport2(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.330 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/support/add],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.SupportController_app1.addSupport(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.330 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/support/respond],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.SupportController_app1.supportRespond(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.331 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/upload/index],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.UploadController_app1.uploadImageAndAudio(java.util.Map<java.lang.String, java.lang.Object>,org.springframework.web.multipart.MultipartFile)
11:22:35.332 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/user/detail],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.UserController_app1.getUserDetilByLogin(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.333 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/user/elcmUserIdsv2],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.UserController_app1.getUsersByIdsElcm(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.333 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/user/tip],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.UserController_app1.getTip(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.334 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/user/storekeeper_list],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.UserController_app1.getStoreKeepers(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.334 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/user/signin],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.UserController_app1.login(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.334 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/user/userIdsv2],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.UserController_app1.getUserIdsByIds(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.335 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/app/update],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.VersionController_app1.getVersionUpdate(java.lang.String)
11:22:35.335 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public java.lang.String com.sl.ylyy.common.Interceptor.ErrorPageController.error()
11:22:35.341 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/project_early_data]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppManageController.project_early_data(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.341 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/project_type_list]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppManageController.project_type_list(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.342 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/add_project_early],methods=[POST],produces=[application/json;charset=UTF-8]}" onto public com.sl.ylyy.common.utils.CodeMsg com.sl.ylyy.manager.controller.AppManageController.add_project_early(java.lang.String)
11:22:35.342 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/project_start_data]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppManageController.project_start_data(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.342 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/add_project_start],methods=[POST],produces=[application/json;charset=UTF-8]}" onto public com.sl.ylyy.common.utils.CodeMsg com.sl.ylyy.manager.controller.AppManageController.add_project_start(java.lang.String)
11:22:35.342 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/start_supervision]}" onto public com.sl.ylyy.common.utils.CodeMsg com.sl.ylyy.manager.controller.AppManageController.start_supervision(int)
11:22:35.343 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/project_check_data]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppManageController.project_check_data(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.343 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/project_before_check_data]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppManageController.project_before_check_data(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.343 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/project_contract_amount]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppManageController.project_contract_amount(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.344 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/add_project_settlement],methods=[POST],produces=[application/json;charset=UTF-8]}" onto public com.sl.ylyy.common.utils.CodeMsg com.sl.ylyy.manager.controller.AppManageController.add_project_settlement(java.lang.String)
11:22:35.344 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/loadmore_project_settlement]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppManageController.loadmore_project_settlement(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.344 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/add_project_check],methods=[POST],produces=[application/json;charset=UTF-8]}" onto public com.sl.ylyy.common.utils.CodeMsg com.sl.ylyy.manager.controller.AppManageController.add_project_check(java.lang.String)
11:22:35.349 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/project_settlement_detail]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppManageController.project_settlement_detail(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.350 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/construction_data]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppManageController.construction_data(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.350 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/start_before_check]}" onto public com.sl.ylyy.common.utils.CodeMsg com.sl.ylyy.manager.controller.AppManageController.start_before_check(int)
11:22:35.350 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/project_settlement_type_list]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppManageController.project_settlement_type_list(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.351 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/add_project_before_check],methods=[POST],produces=[application/json;charset=UTF-8]}" onto public com.sl.ylyy.common.utils.CodeMsg com.sl.ylyy.manager.controller.AppManageController.add_project_before_check(java.lang.String)
11:22:35.351 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/add_project],methods=[POST],produces=[application/json;charset=UTF-8]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppManageController.add_project(java.lang.String)
11:22:35.351 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/project_list]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppManageController.project_list(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.352 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/deleteFileById]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppManageController.deleteFileById(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.352 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/manage/project_detail]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppManageController.project_detail(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.361 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/rongCloud/group_list_ByUser]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppRongCloudController.group_list_ByUser(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.361 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/rongCloud/user_list_ByGroup]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppRongCloudController.group_detail_ByGroup(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.362 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/rongCloud/structure_list]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppRongCloudController.group_structure_list(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.362 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/rongCloud/group_notice_list]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppRongCloudController.group_notice_list(java.util.Map<java.lang.String, java.lang.Object>)
11:22:35.362 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/app/rongCloud/group_active_notice]}" onto public java.lang.Object com.sl.ylyy.manager.controller.AppRongCloudController.group_active_notice(java.util.Map<java.lang.String, java.lang.Object>)
